code,board,n_limit,position,date,rsi14,K,D,J,macd_dif,macd_dea,macd_hist,macd_golden_cross,macd_dead_cross,macd_above_zero,boll_position,boll_width_pct,above_ma5,dist_ma5_pct,above_ma10,dist_ma10_pct,above_ma20,dist_ma20_pct,above_ma60,dist_ma60_pct,atr,atr_pct,vol_ratio_5d,vol_ratio_1d,kdj_golden_cross,kdj_dead_cross,kdj_overbought,kdj_oversold
002862,深主板,1,sell_peak,2024-11-28 00:00:00,85.4,94.7,91.7,100.8,3.5754,2.1661,2.8187,False,False,True,1.07,117.5,True,15.7,True,39.85,True,66.86,True,80.16,2.222,7.47,5.43,1.18,False,False,True,False
002862,深主板,1,buy_day,2024-12-11 00:00:00,,73.2,58.1,103.3,0.6717,0.2004,0.9426,False,False,True,0.82,36.09,True,11.69,True,11.69,True,11.69,True,11.69,2.316,8.22,1.01,0.94,False,False,False,False
002862,深主板,1,buy_next,2024-12-12 00:00:00,,73.3,63.2,93.6,0.9843,0.3572,1.2542,False,False,True,0.78,38.74,True,10.73,True,10.73,True,10.73,True,10.73,2.756,9.6,1.48,1.46,False,False,False,False
002862,深主板,1,sell_peak,2024-12-13 00:00:00,,75.8,67.4,92.7,1.2955,0.5448,1.5013,False,False,True,0.79,40.96,True,8.72,True,11.78,True,11.78,True,11.78,2.949,9.93,0.98,0.73,False,False,False,False
002862,深主板,1,buy_day,2024-12-26 00:00:00,71.0,30.6,15.5,60.9,0.1321,0.0343,0.1955,True,False,True,0.82,16.68,True,5.37,True,5.37,True,5.37,True,5.37,2.371,10.59,0.73,0.87,False,False,False,False
002862,深主板,1,buy_next,2024-12-27 00:00:00,71.7,41.6,24.2,76.5,0.2369,0.0748,0.3241,False,False,True,0.76,17.62,True,4.62,True,4.62,True,4.62,True,4.62,2.234,9.93,1.2,1.53,False,False,False,False
002862,深主板,1,sell_peak,2024-12-27 00:00:00,71.7,41.6,24.2,76.5,0.2369,0.0748,0.3241,False,False,True,0.76,17.62,True,4.62,True,4.62,True,4.62,True,4.62,2.234,9.93,1.2,1.53,False,False,False,False
002862,深主板,1,buy_day,2025-01-07 00:00:00,,100.0,100.0,100.0,0.0,0.0,0.0,,,,0.5,0.0,False,0.0,False,0.0,False,0.0,False,0.0,2.193,9.56,1.0,0.0,,,,
002862,深主板,1,buy_next,2025-01-08 00:00:00,,95.1,98.4,88.5,0.0849,0.017,0.1358,True,False,True,0.68,12.82,True,2.27,True,2.27,True,2.27,True,2.27,2.018,8.4,1.28,1.28,False,True,True,False
002862,深主板,1,sell_peak,2025-01-09 00:00:00,78.4,80.9,92.5,57.5,0.127,0.039,0.1761,False,False,True,0.57,9.33,True,0.68,True,0.68,True,0.68,True,0.68,2.452,10.34,1.36,1.21,False,False,True,False
002862,深主板,1,buy_day,2025-01-21 00:00:00,,60.1,42.7,94.8,0.3289,0.0777,0.5023,False,False,True,0.78,27.93,True,7.77,True,7.77,True,7.77,True,7.77,2.079,7.67,1.74,1.75,False,False,False,False
002862,深主板,1,buy_next,2025-01-22 00:00:00,77.1,61.2,48.9,85.8,0.444,0.151,0.586,False,False,True,0.62,23.79,True,2.8,True,2.8,True,2.8,True,2.8,2.102,8.05,0.99,0.71,False,False,False,False
002862,深主板,1,sell_peak,2025-01-27 00:00:00,84.7,72.8,64.3,90.0,0.9309,0.4592,0.9435,False,False,True,0.8,24.86,True,4.06,True,7.46,True,7.46,True,7.46,2.408,8.51,0.83,1.01,False,False,False,False
002862,深主板,1,buy_day,2025-05-20 00:00:00,79.0,62.1,52.7,80.7,0.3716,0.2299,0.2834,False,False,True,1.19,14.09,True,8.56,True,8.91,True,9.66,True,9.66,0.763,3.81,2.49,2.56,True,False,False,False
002862,深主板,1,buy_next,2025-05-21 00:00:00,70.8,62.8,56.1,76.1,0.4371,0.2713,0.3314,False,False,True,0.9,15.32,True,3.98,True,5.27,True,6.15,True,6.15,0.804,4.13,2.86,1.43,False,False,False,False
002862,深主板,1,sell_peak,2025-05-27 00:00:00,65.3,68.0,63.9,76.3,0.6705,0.4472,0.4466,False,False,True,1.02,21.49,True,5.04,True,8.8,True,11.2,True,11.2,1.094,5.26,2.0,1.92,False,False,False,False
002862,深主板,1,buy_day,2025-06-12 00:00:00,83.3,58.8,37.5,101.3,0.2219,0.0403,0.3631,False,False,True,0.98,20.32,True,9.37,True,9.82,True,9.82,True,9.82,1.34,5.75,1.77,1.38,False,False,False,False
002862,深主板,1,buy_next,2025-06-13 00:00:00,59.7,56.1,43.7,80.8,0.2534,0.0829,0.3409,False,False,True,0.63,18.95,True,0.81,True,2.38,True,2.38,True,2.38,1.404,6.44,1.88,1.19,False,False,False,False
002862,深主板,1,sell_peak,2025-06-13 00:00:00,59.7,56.1,43.7,80.8,0.2534,0.0829,0.3409,False,False,True,0.63,18.95,True,0.81,True,2.38,True,2.38,True,2.38,1.404,6.44,1.88,1.19,False,False,False,False
002862,深主板,1,buy_day,2025-12-01 00:00:00,79.7,76.4,63.9,101.5,0.5395,0.229,0.6208,False,False,True,1.21,21.25,True,11.12,True,14.16,True,15.02,True,15.02,1.033,4.11,1.82,1.2,False,False,False,False
002862,深主板,1,buy_next,2025-12-02 00:00:00,58.8,66.1,64.6,69.0,0.5365,0.2905,0.4919,False,False,True,0.66,20.66,False,-0.77,True,2.33,True,3.24,True,3.24,1.146,5.07,2.64,1.76,False,False,False,False
002862,深主板,1,sell_peak,2025-12-02 00:00:00,58.8,66.1,64.6,69.0,0.5365,0.2905,0.4919,False,False,True,0.66,20.66,False,-0.77,True,2.33,True,3.24,True,3.24,1.146,5.07,2.64,1.76,False,False,False,False
002862,深主板,1,buy_day,2025-12-12 00:00:00,85.7,61.7,56.5,72.1,0.1113,0.018,0.1865,True,False,True,0.79,20.62,True,5.88,True,5.88,True,5.88,True,5.88,1.093,5.02,2.14,2.34,True,False,False,False
002862,深主板,1,buy_next,2025-12-15 00:00:00,86.5,68.1,60.4,83.4,0.2282,0.0601,0.3363,False,False,True,0.73,20.94,True,4.81,True,4.81,True,4.81,True,4.81,1.173,5.35,1.96,1.26,False,False,False,False
002862,深主板,1,sell_peak,2025-12-15 00:00:00,86.5,68.1,60.4,83.4,0.2282,0.0601,0.3363,False,False,True,0.73,20.94,True,4.81,True,4.81,True,4.81,True,4.81,1.173,5.35,1.96,1.26,False,False,False,False
002863,深主板,1,buy_day,2024-02-08 00:00:00,21.5,15.0,17.3,10.3,-0.3526,-0.1966,-0.3118,False,False,False,0.24,58.59,False,-0.43,False,-12.53,False,-15.32,False,-15.32,0.33,8.79,1.45,0.85,False,False,False,True
002863,深主板,1,buy_next,2024-02-19 00:00:00,27.2,22.3,19.0,28.9,-0.3506,-0.2274,-0.2463,False,False,False,0.32,57.97,True,5.94,False,-5.65,False,-10.5,False,-10.5,0.32,8.16,1.16,0.95,True,False,False,False
002863,深主板,1,sell_peak,2024-02-28 00:00:00,45.1,76.4,69.0,91.1,-0.1417,-0.214,0.1445,False,False,False,0.46,48.38,False,-3.76,True,3.45,False,-2.06,False,-2.06,0.335,7.82,1.73,1.84,False,False,False,False
002863,深主板,1,buy_day,2025-03-20 00:00:00,95.1,90.0,88.1,93.9,0.0952,0.045,0.1004,False,False,True,1.24,14.84,True,8.32,True,10.41,True,11.05,True,11.05,0.142,2.56,2.35,1.85,True,False,True,False
002863,深主板,1,buy_next,2025-03-21 00:00:00,86.5,78.9,85.1,66.6,0.1222,0.0604,0.1235,False,False,True,0.99,17.53,True,4.73,True,7.63,True,8.66,True,8.66,0.174,3.17,7.1,3.86,False,True,False,False
002863,深主板,1,sell_peak,2025-03-21 00:00:00,86.5,78.9,85.1,66.6,0.1222,0.0604,0.1235,False,False,True,0.99,17.53,True,4.73,True,7.63,True,8.66,True,8.66,0.174,3.17,7.1,3.86,False,True,False,False
002863,深主板,1,buy_day,2025-12-01 00:00:00,61.5,62.3,41.5,103.7,-0.0398,-0.0736,0.0676,True,False,False,1.08,17.75,True,9.44,True,11.11,True,10.24,True,10.24,0.209,3.39,1.84,2.14,False,False,False,False
002863,深主板,1,buy_next,2025-12-02 00:00:00,53.7,58.1,47.0,80.1,-0.0128,-0.0614,0.0973,False,False,False,0.82,18.37,True,3.65,True,6.83,True,5.96,True,5.96,0.255,4.27,8.85,5.64,False,False,False,False
002863,深主板,1,sell_peak,2025-12-02 00:00:00,53.7,58.1,47.0,80.1,-0.0128,-0.0614,0.0973,False,False,False,0.82,18.37,True,3.65,True,6.83,True,5.96,True,5.96,0.255,4.27,8.85,5.64,False,False,False,False
002864,深主板,1,buy_day,2024-02-08 00:00:00,29.6,27.1,23.7,33.9,-1.7683,-1.1313,-1.274,False,False,False,0.38,48.44,True,6.73,False,-3.06,False,-5.85,False,-5.85,2.113,8.15,1.54,1.25,True,False,False,False
002864,深主板,1,buy_next,2024-02-19 00:00:00,29.4,35.2,27.5,50.6,-1.7082,-1.2467,-0.9231,False,False,False,0.38,47.09,True,6.09,False,-1.19,False,-5.69,False,-5.69,2.057,7.96,1.03,0.79,False,False,False,False
002864,深主板,1,sell_peak,2024-02-22 00:00:00,43.4,73.0,54.1,110.8,-0.9724,-1.227,0.5092,False,False,False,0.68,42.67,True,8.3,True,14.45,True,7.66,True,7.66,2.247,7.56,1.07,1.13,False,False,False,False
002864,深主板,1,buy_day,2024-03-04 00:00:00,,68.3,57.8,89.4,0.2365,0.0473,0.3784,True,False,True,0.68,27.48,True,4.86,True,4.86,True,4.86,True,4.86,1.913,5.98,4.04,4.04,True,False,False,False
002864,深主板,1,buy_next,2024-03-05 00:00:00,73.9,68.5,61.4,82.9,0.3356,0.105,0.4613,False,False,True,0.55,19.62,True,0.95,True,0.95,True,0.95,True,0.95,1.742,5.63,1.12,0.7,False,False,False,False
002864,深主板,1,sell_peak,2024-03-05 00:00:00,73.9,68.5,61.4,82.9,0.3356,0.105,0.4613,False,False,True,0.55,19.62,True,0.95,True,0.95,True,0.95,True,0.95,1.742,5.63,1.12,0.7,False,False,False,False
002864,深主板,1,buy_day,2024-12-12 00:00:00,77.4,59.1,50.1,77.1,0.2286,0.0604,0.3363,True,False,True,1.23,12.38,True,8.25,True,8.83,True,9.02,True,9.02,0.947,3.0,3.87,5.25,True,False,False,False
002864,深主板,1,buy_next,2024-12-13 00:00:00,79.6,62.3,54.2,78.6,0.4558,0.1395,0.6325,False,False,True,1.1,16.89,True,7.57,True,9.72,True,10.09,True,10.09,1.063,3.31,7.27,2.92,False,False,False,False
002864,深主板,1,sell_peak,2024-12-13 00:00:00,79.6,62.3,54.2,78.6,0.4558,0.1395,0.6325,False,False,True,1.1,16.89,True,7.57,True,9.72,True,10.09,True,10.09,1.063,3.31,7.27,2.92,False,False,False,False
002864,深主板,2,buy_day,2025-11-12 00:00:00,84.5,88.1,77.3,109.7,0.6188,0.2249,0.7878,False,False,True,1.17,18.75,True,8.66,True,11.95,True,12.62,True,12.62,0.925,2.6,4.94,5.58,False,False,False,False
002864,深主板,2,buy_next,2025-11-13 00:00:00,89.8,92.1,82.2,111.8,1.135,0.4069,1.4561,False,False,True,1.19,31.42,True,14.16,True,19.61,True,21.63,True,21.63,1.169,2.98,3.93,1.46,False,False,True,False
002864,深主板,2,sell_peak,2025-11-14 00:00:00,85.1,82.6,82.3,83.2,1.4802,0.6216,1.7173,False,False,True,1.0,36.37,True,8.43,True,14.95,True,18.16,True,18.16,1.455,3.77,2.77,1.21,False,False,True,False
002864,深主板,1,buy_day,2026-01-07 00:00:00,72.4,66.5,49.4,100.6,0.0571,-0.1303,0.3748,True,False,True,1.22,13.2,True,8.96,True,9.7,True,9.54,True,9.54,0.797,2.29,3.78,3.53,False,False,False,False
002864,深主板,1,buy_next,2026-01-08 00:00:00,66.3,64.4,54.4,84.4,0.2313,-0.058,0.5786,False,False,True,0.97,15.23,True,5.02,True,7.06,True,7.16,True,7.16,0.942,2.74,3.59,1.41,False,False,False,False
002864,深主板,1,sell_peak,2026-01-08 00:00:00,66.3,64.4,54.4,84.4,0.2313,-0.058,0.5786,False,False,True,0.97,15.23,True,5.02,True,7.06,True,7.16,True,7.16,0.942,2.74,3.59,1.41,False,False,False,False
002865,深主板,1,buy_day,2024-05-22 00:00:00,56.9,40.6,37.3,47.1,-0.0723,0.0461,-0.2368,False,False,False,0.73,14.68,True,5.74,True,3.08,True,3.35,True,3.35,2.687,4.8,3.04,2.83,True,False,False,False
002865,深主板,1,buy_next,2024-05-23 00:00:00,54.3,49.6,41.4,66.0,0.0448,0.0458,-0.0021,False,False,True,0.62,14.18,True,3.34,True,1.98,True,1.68,True,1.68,2.677,4.85,1.9,0.87,False,False,False,False
002865,深主板,1,sell_peak,2024-05-24 00:00:00,52.4,50.3,44.4,62.2,0.0842,0.0535,0.0613,True,False,True,0.53,13.63,True,1.29,True,1.08,True,0.45,True,0.45,2.761,5.06,1.2,0.79,False,False,False,False
002865,深主板,1,buy_day,2024-08-06 00:00:00,69.2,70.4,56.5,98.2,0.4665,0.0488,0.8354,False,False,True,1.19,18.54,True,8.91,True,12.53,True,12.71,True,12.71,1.851,4.4,2.68,1.4,False,False,False,False
002865,深主板,1,buy_next,2024-08-07 00:00:00,72.9,75.4,62.8,100.6,0.9058,0.2202,1.3713,False,False,True,1.11,25.92,True,10.32,True,14.72,True,15.9,True,15.9,2.081,4.75,2.59,1.4,False,False,False,False
002865,深主板,1,sell_peak,2024-08-12 00:00:00,71.1,78.9,72.8,91.1,1.5805,0.7911,1.5789,False,False,True,0.92,32.05,True,2.25,True,9.55,True,13.55,True,13.55,2.269,5.14,0.85,1.21,False,False,False,False
002865,深主板,1,buy_day,2024-08-29 00:00:00,50.2,37.4,24.4,63.4,-0.4671,-0.3335,-0.2671,False,False,False,0.8,13.95,True,5.5,True,4.2,True,4.2,True,4.2,1.998,5.22,2.17,2.34,True,False,False,False
002865,深主板,1,buy_next,2024-08-30 00:00:00,53.4,52.9,33.9,91.0,-0.2914,-0.3251,0.0673,True,False,False,0.83,14.98,True,5.29,True,5.01,True,5.01,True,5.01,2.014,5.19,1.75,1.03,False,False,False,False
002865,深主板,1,sell_peak,2024-09-05 00:00:00,58.7,74.3,62.4,98.1,0.3065,-0.0855,0.7839,False,False,True,0.88,18.32,True,2.81,True,6.85,True,7.04,True,7.04,2.121,5.25,0.88,0.84,False,False,False,False
002865,深主板,2,buy_day,2024-09-27 00:00:00,77.9,69.2,43.7,120.2,0.6494,0.0629,1.1729,False,False,True,1.07,28.91,True,13.26,True,16.55,True,16.55,True,16.55,2.098,4.81,2.07,1.58,False,False,False,False
002865,深主板,2,buy_next,2024-09-30 00:00:00,83.7,79.4,55.6,126.9,1.3943,0.3292,2.1303,False,False,True,1.06,43.57,True,16.6,True,24.6,True,24.6,True,24.6,2.324,4.85,1.97,1.22,False,False,False,False
002865,深主板,2,sell_peak,2024-10-08 00:00:00,86.9,84.8,65.3,123.7,2.2812,0.7196,3.1232,False,False,True,1.04,57.26,True,17.95,True,29.92,True,30.84,True,30.84,2.547,4.91,1.52,1.02,False,False,False,False
002865,深主板,3,buy_day,2024-10-23 00:00:00,95.7,79.9,65.5,108.8,1.3702,0.4298,1.8807,False,False,True,0.91,36.24,True,13.36,True,14.99,True,14.99,True,14.99,3.347,6.24,2.3,1.45,False,False,False,False
002865,深主板,3,buy_next,2024-10-24 00:00:00,95.9,77.7,69.5,94.0,1.9149,0.7268,2.3762,False,False,True,0.84,40.18,True,9.24,True,13.52,True,13.52,True,13.52,3.637,6.71,1.74,1.02,False,False,False,False
002865,深主板,3,sell_peak,2024-11-01 00:00:00,98.7,92.3,89.5,97.9,8.3657,4.7847,7.162,False,False,True,0.9,93.03,True,9.85,True,27.63,True,37.56,True,37.56,5.371,6.68,1.13,1.3,False,False,True,False
002865,深主板,1,buy_day,2025-01-24 00:00:00,58.5,68.8,61.2,84.1,0.1508,-0.0696,0.4407,True,False,True,0.92,18.23,True,6.46,True,7.12,True,7.64,True,7.64,3.229,5.55,2.27,1.74,True,False,False,False
002865,深主板,1,buy_next,2025-01-27 00:00:00,54.6,67.9,63.5,76.8,0.3064,0.0056,0.6016,False,False,True,0.74,18.19,True,3.37,True,3.05,True,4.45,True,4.45,3.232,5.7,1.19,0.66,False,False,False,False
002865,深主板,1,sell_peak,2025-02-10 00:00:00,79.6,88.4,78.4,108.5,1.9445,0.7427,2.4035,False,False,True,1.09,30.46,True,8.95,True,14.55,True,17.91,True,17.91,3.565,5.4,1.4,1.65,False,False,False,False
002865,深主板,1,buy_day,2025-07-08 00:00:00,77.6,78.0,77.0,79.9,1.1098,0.6746,0.8704,False,False,True,1.08,18.31,True,6.51,True,9.58,True,10.66,True,10.66,1.502,3.52,2.13,4.94,True,False,False,False
002865,深主板,1,buy_next,2025-07-09 00:00:00,78.7,81.2,78.4,86.9,1.3738,0.8144,1.1187,False,False,True,1.01,21.93,True,6.36,True,9.47,True,11.15,True,11.15,1.498,3.46,1.91,1.14,False,False,False,False
002865,深主板,1,sell_peak,2025-07-11 00:00:00,76.1,80.5,80.6,80.3,1.8613,1.1656,1.3915,False,False,True,0.89,28.11,True,2.97,True,7.38,True,10.96,True,10.96,1.68,3.82,1.13,0.78,False,True,True,False
002865,深主板,1,buy_day,2025-12-12 00:00:00,54.1,47.6,27.8,87.0,-0.4512,-0.5095,0.1167,True,False,False,0.93,15.45,True,7.19,True,7.58,True,6.59,True,6.59,1.358,3.37,2.49,2.49,False,False,False,False
002865,深主板,1,buy_next,2025-12-15 00:00:00,56.0,50.9,35.5,81.8,-0.1969,-0.447,0.5001,False,False,False,0.92,17.01,True,6.16,True,8.34,True,7.11,True,7.11,1.564,3.84,3.82,2.07,False,False,False,False
002865,深主板,1,sell_peak,2025-12-29 00:00:00,79.7,86.5,80.9,97.6,3.8467,2.197,3.2994,False,False,True,1.05,62.75,True,13.14,True,19.79,True,34.8,True,36.26,3.856,6.65,1.71,2.5,False,False,True,False
002865,深主板,1,buy_day,2026-02-03 00:00:00,,100.0,100.0,100.0,0.0,0.0,0.0,,,,0.5,0.0,False,0.0,False,0.0,False,0.0,False,0.0,6.23,5.65,1.0,0.0,,,,
002865,深主板,1,buy_next,2026-02-04 00:00:00,,93.7,97.9,85.4,0.3247,0.0649,0.5195,True,False,True,0.68,10.25,True,1.81,True,1.81,True,1.81,True,1.81,8.16,7.14,1.29,1.29,False,True,True,False
002865,深主板,1,sell_peak,2026-02-04 00:00:00,,93.7,97.9,85.4,0.3247,0.0649,0.5195,True,False,True,0.68,10.25,True,1.81,True,1.81,True,1.81,True,1.81,8.16,7.14,1.29,1.29,False,True,True,False
002865,深主板,1,buy_day,2026-02-27 00:00:00,47.8,26.5,15.4,48.7,-1.3409,-0.8163,-1.0493,False,False,False,0.77,17.33,True,5.79,True,4.63,True,4.63,True,4.63,5.022,5.4,1.92,2.18,True,False,False,False
002865,深主板,1,buy_next,2026-03-02 00:00:00,41.6,32.6,21.1,55.6,-1.2592,-0.9049,-0.7087,False,False,False,0.59,15.98,True,2.6,True,1.42,True,1.42,True,1.42,5.131,5.68,1.65,1.0,False,False,False,False
002865,深主板,1,sell_peak,2026-03-06 00:00:00,47.7,42.6,29.4,69.0,-1.5974,-1.4661,-0.2627,False,False,False,0.76,17.27,True,5.52,True,5.12,True,4.45,True,4.45,6.174,6.71,1.31,1.85,False,False,False,False
002865,深主板,2,buy_day,2026-05-08 00:00:00,76.1,82.8,68.0,112.3,2.1171,0.3951,3.444,False,False,True,1.13,32.68,True,13.92,True,20.42,True,20.53,True,20.53,4.857,5.03,1.64,1.13,False,False,False,False
002865,深主板,2,buy_next,2026-05-11 00:00:00,81.3,88.5,74.9,115.9,3.8793,1.0919,5.5748,False,False,True,1.13,46.64,True,17.2,True,28.13,True,29.34,True,29.34,5.226,4.92,1.14,0.84,False,False,False,False
002865,深主板,2,sell_peak,2026-05-14 00:00:00,70.0,80.8,80.8,81.0,6.0422,3.3226,5.4392,False,False,True,0.81,54.66,False,-1.38,True,10.39,True,16.87,True,16.87,6.156,6.14,1.18,1.28,False,False,True,False
002866,深主板,1,buy_day,2024-02-08 00:00:00,23.4,22.2,17.9,30.8,-1.1682,-0.7686,-0.799,False,False,False,0.35,55.22,True,5.81,False,-4.82,False,-8.39,False,-8.39,1.009,7.8,1.06,0.94,True,False,False,False
002866,深主板,1,buy_next,2024-02-19 00:00:00,27.2,32.3,22.7,51.5,-1.1128,-0.8375,-0.5506,False,False,False,0.4,53.5,True,8.42,True,0.01,False,-5.42,False,-5.42,0.976,7.34,1.37,1.37,False,False,False,False
002866,深主板,1,sell_peak,2024-03-01 00:00:00,66.1,76.1,75.6,77.2,-0.112,-0.4667,0.7094,False,False,False,0.81,39.93,True,3.71,True,8.78,True,12.49,True,10.57,1.037,6.55,1.55,1.64,True,False,False,False
002866,深主板,1,buy_day,2024-04-17 00:00:00,37.8,14.9,21.8,1.1,-0.5173,-0.1632,-0.7083,False,False,False,0.21,38.3,False,-2.3,False,-10.63,False,-11.3,False,-11.3,1.062,7.88,0.83,1.01,False,False,False,False
002866,深主板,1,buy_next,2024-04-18 00:00:00,36.8,16.1,19.9,8.6,-0.5944,-0.2494,-0.6899,False,False,False,0.2,39.78,False,-1.47,False,-10.55,False,-12.07,False,-12.07,1.022,7.73,0.65,0.7,False,False,False,True
002866,深主板,1,sell_peak,2024-05-09 00:00:00,81.4,86.6,81.6,96.6,-0.0645,-0.2907,0.4524,False,False,False,0.71,31.34,True,1.2,True,4.93,True,6.53,True,3.78,0.597,3.93,1.09,1.35,False,False,True,False
002866,深主板,2,buy_day,2024-08-23 00:00:00,57.4,46.9,37.9,65.1,-0.0437,-0.0511,0.015,True,False,False,1.02,10.43,True,6.42,True,5.68,True,5.45,True,5.45,0.387,3.36,3.23,3.58,True,False,False,False
002866,深主板,2,buy_next,2024-08-26 00:00:00,69.6,64.6,46.8,100.3,0.0971,-0.0215,0.2372,False,False,True,1.22,20.09,True,13.27,True,14.23,True,14.56,True,14.56,0.451,3.56,4.12,1.85,False,False,False,False
002866,深主板,2,sell_peak,2024-08-27 00:00:00,60.7,62.6,52.0,83.6,0.1593,0.0147,0.2893,False,False,True,0.9,21.54,True,5.11,True,7.82,True,8.52,True,8.52,0.529,4.38,4.81,1.96,False,False,False,False
002866,深主板,1,buy_day,2024-09-12 00:00:00,57.1,45.9,35.0,67.8,-0.1277,-0.1033,-0.0488,False,False,False,0.87,17.62,True,8.1,True,6.55,True,6.55,True,6.55,0.66,4.86,1.69,2.51,True,False,False,False
002866,深主板,1,buy_next,2024-09-13 00:00:00,48.2,49.8,39.9,69.5,-0.0996,-0.1026,0.006,True,False,False,0.66,16.83,True,3.13,True,2.71,True,2.71,True,2.71,0.695,5.29,2.3,1.4,False,False,False,False
002866,深主板,1,sell_peak,2024-10-08 00:00:00,85.3,87.0,79.4,102.1,0.7129,0.2839,0.8579,False,False,True,1.15,40.61,True,11.83,True,20.26,True,26.48,True,26.48,0.923,5.34,1.22,1.0,False,False,False,False
002866,深主板,1,buy_day,2024-10-25 00:00:00,85.4,85.2,78.0,99.6,0.2356,0.0931,0.285,False,False,True,1.06,15.87,True,7.14,True,8.95,True,8.95,True,8.95,0.618,3.69,1.51,2.6,False,False,False,False
002866,深主板,1,buy_next,2024-10-28 00:00:00,89.4,85.3,80.4,95.1,0.4093,0.1564,0.5059,False,False,True,1.04,25.09,True,10.18,True,13.61,True,13.61,True,13.61,0.726,4.09,4.6,3.26,False,False,True,False
002866,深主板,1,sell_peak,2024-10-29 00:00:00,90.7,82.0,81.0,84.1,0.5821,0.2415,0.6812,False,False,True,0.98,31.38,True,9.45,True,14.98,True,14.98,True,14.98,0.903,4.94,2.29,0.85,False,False,True,False
002866,深主板,2,buy_day,2024-11-13 00:00:00,94.8,77.5,57.8,117.1,0.316,0.1056,0.4209,False,False,True,0.98,21.58,True,9.23,True,10.26,True,10.26,True,10.26,0.816,4.27,1.56,1.5,False,False,False,False
002866,深主板,2,buy_next,2024-11-14 00:00:00,61.8,62.8,59.4,69.4,0.3239,0.1492,0.3494,False,False,True,0.56,19.76,False,-0.38,True,1.14,True,1.14,True,1.14,1.037,5.91,2.22,1.61,False,False,False,False
002866,深主板,2,sell_peak,2024-11-25 00:00:00,75.9,84.1,76.9,98.5,1.282,0.7955,0.973,False,False,True,1.02,41.92,True,10.66,True,16.73,True,21.95,True,21.95,1.67,7.21,1.14,1.04,False,False,False,False
002866,深主板,1,buy_day,2025-02-18 00:00:00,83.9,86.4,82.4,94.6,0.3615,0.2005,0.322,False,False,True,1.13,17.04,True,7.72,True,9.57,True,10.74,True,10.74,0.495,2.8,3.33,3.3,True,False,True,False
002866,深主板,1,buy_next,2025-02-19 00:00:00,87.5,85.5,83.4,89.8,0.5423,0.2689,0.5468,False,False,True,1.13,24.86,True,10.65,True,13.63,True,15.76,True,15.76,0.604,3.22,5.39,2.38,False,False,True,False
002866,深主板,1,sell_peak,2025-02-20 00:00:00,87.8,84.3,83.7,85.4,0.6857,0.3522,0.6669,False,False,True,1.01,29.27,True,7.78,True,12.16,True,15.03,True,15.03,0.685,3.64,1.96,0.71,False,False,True,False
002866,深主板,1,buy_day,2025-04-18 00:00:00,49.4,72.8,53.4,111.6,-0.3654,-0.4439,0.1569,True,False,False,0.88,28.5,True,9.29,True,13.22,True,10.81,True,10.81,0.835,5.26,2.99,2.13,False,False,False,False
002866,深主板,1,buy_next,2025-04-21 00:00:00,53.1,80.6,62.5,116.9,-0.1979,-0.3947,0.3936,False,False,False,0.92,31.21,True,9.38,True,14.98,True,13.04,True,13.04,0.881,5.38,2.85,1.35,False,False,False,False
002866,深主板,1,sell_peak,2025-04-21 00:00:00,53.1,80.6,62.5,116.9,-0.1979,-0.3947,0.3936,False,False,False,0.92,31.21,True,9.38,True,14.98,True,13.04,True,13.04,0.881,5.38,2.85,1.35,False,False,False,False
002866,深主板,1,buy_day,2025-06-04 00:00:00,67.2,58.4,48.6,77.9,0.1403,0.029,0.2226,False,False,True,1.19,13.01,True,7.37,True,8.93,True,9.03,True,9.03,0.633,3.6,2.08,2.91,True,False,False,False
002866,深主板,1,buy_next,2025-06-05 00:00:00,63.1,63.2,53.5,82.8,0.2117,0.0655,0.2924,False,False,True,0.95,14.67,True,3.49,True,6.37,True,6.53,True,6.53,0.643,3.72,2.25,1.44,False,False,False,False
002866,深主板,1,sell_peak,2025-06-10 00:00:00,61.3,71.8,66.8,81.8,0.3861,0.2037,0.3648,False,False,True,0.81,18.61,False,-0.44,True,3.9,True,5.86,True,5.86,0.729,4.18,1.15,1.03,False,False,False,False
002866,深主板,1,buy_day,2025-07-01 00:00:00,83.1,77.5,73.9,84.8,0.4333,0.2408,0.385,False,False,True,1.06,17.87,True,7.64,True,9.95,True,9.95,True,9.95,0.932,4.62,1.24,2.64,True,False,False,False
002866,深主板,1,buy_next,2025-07-02 00:00:00,65.5,72.1,73.3,69.7,0.4521,0.2831,0.338,False,False,True,0.69,17.45,True,1.16,True,2.7,True,3.3,True,3.3,0.959,5.04,1.75,1.33,False,True,False,False
002866,深主板,1,sell_peak,2025-07-04 00:00:00,66.8,73.1,74.1,71.1,0.6178,0.3968,0.442,False,False,True,0.8,21.17,True,1.44,True,4.34,True,6.26,True,6.26,1.078,5.43,1.51,0.79,False,True,False,False
002866,深主板,1,buy_day,2025-09-09 00:00:00,66.9,70.4,51.9,107.6,0.0291,-0.1287,0.3157,True,False,True,1.16,18.26,True,11.11,True,12.52,True,11.99,True,11.99,0.812,3.92,2.2,1.95,False,False,False,False
002866,深主板,1,buy_next,2025-09-10 00:00:00,58.3,72.6,58.8,100.3,0.1219,-0.0786,0.401,False,False,True,0.86,19.33,True,4.23,True,7.16,True,7.04,True,7.04,0.828,4.16,3.31,1.93,False,False,False,False
